locus_tag,cluster_id,LanzaTech,MeOH,NO3_lowO2_slow_growth,NoCu,NoLanthanum,WT_control,WithLanthanum,aa3_KO,crotonic_acid,highCu,highO2_slow_growth,lowCH4,lowCu,lowO2_fast_growth,lowO2_low_iron_fast_growth,lowO2_slow_growth,medCu,slow_growth,uMax,unknown
EQU24_RS19155,11,-0.24233749662314044,-0.3172999415532476,-0.4992607590787917,-0.9688880176989564,-1.1678888311887266,-0.6326077590863404,-0.7115798405930059,-0.7440756593834742,1.459974613897762,-0.8025843410140584,-0.18720158633980996,-0.7562184954988943,-1.14390864915002,-0.4573288788480142,5.536599117085685,3.8953300164401203,-0.5828778928277951,0.006674150630561993,0.006781218828335507,1.7141866770986487
EQU24_RS19160,11,0.28436514875707736,-0.6276691898623623,-0.1931630291920991,-0.5526470783675697,-1.4413019945321868,-0.3718908928339942,-1.1862283972165726,-0.15799108922329547,1.7627654502920689,0.003179631583601541,-0.22621759611985826,-0.2758470743289231,-0.5334370441064578,0.1790038080558853,5.954125092788583,3.925549071121707,-0.10842303452491228,0.4867363103739585,0.181825592717418,2.083676979635517
EQU24_RS20545,11,0.185455540259776,0.8841213891470401,-0.3943932474707726,-0.5041925851308929,-0.4451171414804273,-0.7741236451498177,-0.292629100765153,-0.7745302929910836,-0.32036937310685537,-0.50486362857991,-0.5452686779266397,-0.5072208268453168,-0.7723483866086811,1.730699539020961,5.732000975888648,3.323852913218728,-0.607529047532657,-0.5569078384293703,0.07863426309969697,6.364195690368526
EQU24_RS20550,11,0.5761721157122924,0.6153486769174136,-0.11594348008423196,-0.2823455776059701,-0.11652258980401918,-0.4373819596624573,0.13300257675387314,-0.2461048113955521,-0.03894597581091097,0.16926292355882494,-0.4158371536793343,-0.5311552805621254,-0.41673020085587703,1.9744294693681577,7.0364327377926745,4.3801126485316155,-0.5433164395596166,0.01572061996421123,0.08385909411283028,6.733896706884238
EQU24_RS20555,11,0.543967578605129,0.8199181406504046,0.4699679864475259,0.4632489008420805,0.8202488947504473,0.6997143342398678,1.0364345454358992,0.827124265111642,0.5932895551620359,0.6311147707151171,0.62620668545923,-0.12831402901647415,0.22235229569468512,2.5255878682633206,8.242126678789989,5.495434198840623,0.2682666469169129,1.4102061752981023,0.07105817738535161,4.758776159049768
EQU24_RS20560,11,0.7549527758888058,0.6011920181821554,0.33769590747719225,0.17691922522475748,0.5787574009092016,0.3838858851245797,0.6703100478738953,0.4908074813308436,0.8340579804756729,0.20508946414206072,0.2835859404754298,-0.27528051042566865,0.0463569009738652,2.1093017249569397,8.058990520722464,5.211868507336416,-0.2732886359144384,1.1142165250715783,0.02593368998611137,7.348554165317304
EQU24_RS20565,11,0.4583105456601807,0.40920127055449457,0.2624897477806148,0.43876354958051583,0.6382247982410761,0.30779899870168304,0.8798808920607032,0.3611582161002319,1.0171033478282252,-0.9016226600664716,-0.1442572231688596,-0.5062836016289338,-0.1654378736978095,1.6247990118314957,7.9048276701708575,5.051118813011887,-0.4558085500090298,1.0113740735594223,-0.0022362782977665033,7.313334439237588
EQU24_RS20570,11,-0.12663988588597833,1.2876384337915758,-0.8511781746273048,-0.454423294906196,-0.3196187951526468,-1.394588583722692,-0.32272716921564104,-1.0407594893191603,-0.12671640541307444,-0.4262565318020551,-0.9755169883618326,-0.30995719799054017,-0.4641153253937537,0.5695315052794891,6.1128588230641165,3.7785228676911236,-0.4768518256637342,-1.1061776318278145,0.12332243499356554,5.187231468254474
EQU24_RS20575,11,-0.41183770831756267,1.9500599172857511,-0.4253347392945308,-0.3620329557552143,-0.27888590599823604,-0.6151310378677463,0.028538627202044288,-0.4147414315783551,0.9314767469664632,-0.5550341969773371,-0.10021039734574147,-0.7021496572225709,-0.531754487011145,3.938386120843072,8.414291656931297,5.532015444446103,-0.5466069793143967,0.12833672392545364,-0.10929304172407746,7.022480897789547
EQU24_RS20580,11,-0.18862882564548847,0.5897763815892179,-0.2645567647620791,-0.2625752172550017,-0.4120784227435561,-0.7924693042724572,-0.06930447966303507,-0.2559534452331339,2.0533286662992007,-0.2775653605960816,-1.165944547545321,-1.791422273466437,-0.7615522577740629,0.2989937531562104,8.646019783631992,5.465566192378343,-1.080798170292876,-0.14246761102998262,-0.7953782672233503,4.706935144542019
EQU24_RS20585,11,-0.46874464524165294,0.5481385041677274,-0.5297630257019565,-0.4313569764709193,-0.3461990849210707,-0.5791959626523084,0.018621055380183955,-0.6500505246839884,1.9522194100577441,-0.5518188838245144,-0.8845989796852378,-1.0489746038074808,-0.9987371139827614,0.452668495629188,8.229004235069633,5.161671149038328,-1.0053032896122511,0.009709945540895428,-0.26905798875517545,7.128992004822807
EQU24_RS20590,11,-0.2262361761339965,0.4192290219906119,-0.7776898332088618,0.3898140609793247,-0.08671753583597717,-0.3704035338109508,0.18929361922956436,-0.476823458750716,1.67954959216863,0.4233867704049203,-0.19225606181277294,-0.10661218119472826,-0.06213070649509745,0.3094568799808393,8.179954927026268,5.692664354171156,-0.3723642460368332,0.9076605353198473,-0.04515831205534878,3.3388564939694056
